"CvName","Skills"
"QA","{""Стэк"":[{""Name"":""QA skills"",""Order"":0,""Type"":1,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""Postman"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""Grafana"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""mindmaps"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""ручное тестирование мобильных и веб-приложений"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""smoke-тестирование"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0},{""Name"":""верификационное тестирование"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":""null"",""SkillItemType"":0}],""Уровень"":[{""Name"":""Junior/Middle"",""Type"":2,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Менеджмент"":[{""Name"":""Нет опыта TeamLead"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Образование"":[{""Name"":""Высшее образование"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""},{""Name"":""Пройденные IT-курсы"",""Type"":0,""Order"":1,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Знание языков"":[{""Name"":""Могу работать в англоязычной команде"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Формат работы и ЗП"":[{""Name"":""Гибрид/Удаленка"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""},{""Name"":""Full-time/Part-time"",""Type"":0,""Order"":1,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""},{""Name"":""От 60 000 рублей"",""Type"":4,""Order"":2,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Идеальная компания"":[{""Name"":""Неважно"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""},{""Name"":""Командная работа"",""Type"":0,""Order"":1,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}],""Главная карьерная цель"":[{""Name"":""Профессиональное развитие"",""Type"":0,""Order"":0,""IsAllLine"":false,""SkillItemType"":0,""additionalText"":""null""}]}"
"Game Designer","{""Стэк"":[{""Name"":""Game Designer skills"",""Order"":0,""Type"":1,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Miro"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Figma"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Machinations"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Google Docs"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Notion"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Asana"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""JIRA"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Wrike"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Shader Graph"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Unity Engine"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""SideFX"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Amplify Shader Editor"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""3D Animation"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""3D Modeling"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Motion Design"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Уровень"":[{""Name"":""middle/senior"",""Order"":0,""Type"":2,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Формат работы и ЗП"":[{""Name"":""Удаленка"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Full-time/Part-time"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""от 300 000"",""Order"":2,""Type"":4,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Штат/ИП/Верменная работа"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Менеджмент"":[{""Name"":""Хочу руководить"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""<10 человек в подчинении"",""Order"":1,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0}],""Знание языков"":[{""Name"":""Нет информации"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Образование"":[{""Name"":""Есть пройденные курсы"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Идеальная компания"":[{""Name"":""Стартап"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Редкие встречи с командой"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Против инструментов трекинга"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""2 этапа отбора"",""Order"":3,""Type"":0,""IsAllLine"":true,""additionalText"":""не больше, чем "",""SkillItemType"":0},{""Name"":""Тусовки корпоративы"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Главная карьерная цель"":[{""Name"":""Зарплата"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}]}"
"Mobile developer","{""Стэк"":[{""Name"":""Swift/Java"",""Order"":0,""Type"":1,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""SPM"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""CocoaPods"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Firebase"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""MVC"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""OOP"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""CoreData"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Git"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Alamofire"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Уровень"":[{""Name"":""Middle"",""Order"":0,""Type"":2,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Формат работы и ЗП"":[{""Name"":""Удаленка"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Full-time"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""от 50 000"",""Order"":2,""Type"":4,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Менеджмент"":[{""Name"":""Не хочу быть TeamLead"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0}],""Знание языков"":[{""Name"":""Не могу работать в англоязычной команде"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Образование"":[{""Name"":""Нет информации"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Идеальная компания"":[{""Name"":""Корпорация"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Предоставляют технику"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Главная карьерная цель"":[{""Name"":""Профессиональное развитие"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}]}"
"Project Manager","{""Стэк"":[{""Name"":""Project Manager skills"",""Order"":0,""Type"":1,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Scrum"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Переговоры"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Приоритизация"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Планирование"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Контроль"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""MS Project"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Trello"",""Order"":8,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Visio"",""Order"":9,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""C#"",""Order"":10,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Уровень"":[{""Name"":""Senior"",""Order"":0,""Type"":2,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Формат работы и ЗП"":[{""Name"":""Гибрид/Офис/Удаленка"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Full-time"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""от 200 000"",""Order"":2,""Type"":4,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Штат"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Менеджмент"":[{""Name"":""Хочу быть TeamLead"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":"">10 человек в подчинении"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0}],""Знание языков"":[{""Name"":""Могу работать в англоязычной команде"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Образование"":[{""Name"":""Высшее IT-образование"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Есть пройденные курсы"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Идеальная компания"":[{""Name"":""ДМС"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Представляют технику"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Расходы на фитнес"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Расходы на обучение"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Командная работа"",""Order"":4,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Есть система грейдов"",""Order"":5,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Частые корпоративы"",""Order"":6,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Тусовки"",""Order"":7,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Главная карьерная цель"":[{""Name"":""Профессиональное развитие"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}]}"
"Backend developer","{""Стэк"":[{""Name"":""Python"",""Order"":0,""Type"":1,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Django"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""SQL"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Git"",""Order"":4,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""ООП"",""Order"":5,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Docker"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Linux"",""Order"":6,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Уровень"":[{""Name"":""Junior"",""Order"":0,""Type"":2,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Формат работы и ЗП"":[{""Name"":""Удаленка/Офис/Гибрид"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Full-time/Part-time"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""от 50 000"",""Order"":2,""Type"":4,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Штат/ИП/Самозанятость"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Менеджмент"":[{""Name"":""Нет информации"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0}],""Знание языков"":[{""Name"":""Нет информации"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Образование"":[{""Name"":""Высшее образование"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Пройденные IT-курсы"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}],""Идеальная компания"":[{""Name"":""ДМС"",""Order"":0,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Предоставляют технику"",""Order"":1,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Расходы на обучение"",""Order"":2,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Частые корпоративы"",""Order"":3,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0},{""Name"":""Спортивные корпоративы"",""Order"":4,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0},{""Name"":""Тусовки"",""Order"":5,""Type"":0,""IsAllLine"":true,""additionalText"":null,""SkillItemType"":0}],""Главная карьерная цель"":[{""Name"":""Профессиональное развитие"",""Order"":0,""Type"":0,""IsAllLine"":false,""additionalText"":null,""SkillItemType"":0}]}"
